Using GATK jar /hpc/packages/minerva-centos7/gatk/4.3.0.0/gatk-4.3.0.0/gatk-package-4.3.0.0-local.jar
Running:
    java -Dsamjdk.use_async_io_read_samtools=false -Dsamjdk.use_async_io_write_samtools=true -Dsamjdk.use_async_io_write_tribble=false -Dsamjdk.compression_level=2 -jar /hpc/packages/minerva-centos7/gatk/4.3.0.0/gatk-4.3.0.0/gatk-package-4.3.0.0-local.jar BaseRecalibrator -I /sc/arion/projects/vascbrain/WGS_iPSC/aligned_reads/P931263_sorted_dedup_reads.bam -R /sc/arion/projects/vascbrain/WGS_iPSC/hg38_bundle_wget/Homo_sapiens_assembly38.fasta --known-sites /sc/arion/projects/vascbrain/WGS_iPSC/hg38_bundle_wget/Homo_sapiens_assembly38.dbsnp138.vcf -O /sc/arion/projects/vascbrain/WGS_iPSC/data/recal_63data.table
16:29:21.333 INFO  NativeLibraryLoader - Loading libgkl_compression.so from jar:file:/hpc/packages/minerva-centos7/gatk/4.3.0.0/gatk-4.3.0.0/gatk-package-4.3.0.0-local.jar!/com/intel/gkl/native/libgkl_compression.so
16:29:38.063 INFO  BaseRecalibrator - ------------------------------------------------------------
16:29:38.063 INFO  BaseRecalibrator - The Genome Analysis Toolkit (GATK) v4.3.0.0
16:29:38.063 INFO  BaseRecalibrator - For support and documentation go to https://software.broadinstitute.org/gatk/
16:29:38.064 INFO  BaseRecalibrator - Executing as palafm01@lc02g06 on Linux v3.10.0-1160.el7.x86_64 amd64
16:29:38.064 INFO  BaseRecalibrator - Java runtime: Java HotSpot(TM) 64-Bit Server VM v1.8.0_211-b12
16:29:38.064 INFO  BaseRecalibrator - Start Date/Time: May 20, 2024 4:29:21 PM EDT
16:29:38.064 INFO  BaseRecalibrator - ------------------------------------------------------------
16:29:38.064 INFO  BaseRecalibrator - ------------------------------------------------------------
16:29:38.064 INFO  BaseRecalibrator - HTSJDK Version: 3.0.1
16:29:38.065 INFO  BaseRecalibrator - Picard Version: 2.27.5
16:29:38.065 INFO  BaseRecalibrator - Built for Spark Version: 2.4.5
16:29:38.065 INFO  BaseRecalibrator - HTSJDK Defaults.COMPRESSION_LEVEL : 2
16:29:38.065 INFO  BaseRecalibrator - HTSJDK Defaults.USE_ASYNC_IO_READ_FOR_SAMTOOLS : false
16:29:38.065 INFO  BaseRecalibrator - HTSJDK Defaults.USE_ASYNC_IO_WRITE_FOR_SAMTOOLS : true
16:29:38.065 INFO  BaseRecalibrator - HTSJDK Defaults.USE_ASYNC_IO_WRITE_FOR_TRIBBLE : false
16:29:38.065 INFO  BaseRecalibrator - Deflater: IntelDeflater
16:29:38.065 INFO  BaseRecalibrator - Inflater: IntelInflater
16:29:38.065 INFO  BaseRecalibrator - GCS max retries/reopens: 20
16:29:38.065 INFO  BaseRecalibrator - Requester pays: disabled
16:29:38.065 INFO  BaseRecalibrator - Initializing engine
16:29:38.768 INFO  FeatureManager - Using codec VCFCodec to read file file:///sc/arion/projects/vascbrain/WGS_iPSC/hg38_bundle_wget/Homo_sapiens_assembly38.dbsnp138.vcf
16:29:38.981 INFO  BaseRecalibrator - Done initializing engine
16:29:38.983 INFO  BaseRecalibrationEngine - The covariates being used here: 
16:29:38.983 INFO  BaseRecalibrationEngine - 	ReadGroupCovariate
16:29:38.983 INFO  BaseRecalibrationEngine - 	QualityScoreCovariate
16:29:38.983 INFO  BaseRecalibrationEngine - 	ContextCovariate
16:29:38.983 INFO  BaseRecalibrationEngine - 	CycleCovariate
16:29:39.030 INFO  ProgressMeter - Starting traversal
16:29:39.030 INFO  ProgressMeter -        Current Locus  Elapsed Minutes       Reads Processed     Reads/Minute
18:00:14.748 INFO  ProgressMeter -      chr11:112261450             90.6             242972000        2681949.3
18:00:24.751 INFO  ProgressMeter -      chr11:115281620             90.8             243426000        2682025.0
18:00:34.771 INFO  ProgressMeter -      chr11:117802554             90.9             243884000        2682136.1
18:00:44.787 INFO  ProgressMeter -      chr11:119874842             91.1             244349000        2682325.6
18:00:54.789 INFO  ProgressMeter -      chr11:122659318             91.3             244807000        2682444.6
18:01:04.808 INFO  ProgressMeter -      chr11:125582857             91.4             245260000        2682500.1
18:01:14.829 INFO  ProgressMeter -      chr11:128640162             91.6             245714000        2682565.8
18:01:24.849 INFO  ProgressMeter -      chr11:131520401             91.8             246168000        2682630.9
18:01:34.857 INFO  ProgressMeter -      chr11:134395344             91.9             246621000        2682691.1
18:01:44.867 INFO  ProgressMeter -        chr12:2242615             92.1             247069000        2682695.9
18:01:54.873 INFO  ProgressMeter -        chr12:4556480             92.3             247530000        2682843.4
18:02:04.889 INFO  ProgressMeter -        chr12:6928537             92.4             247988000        2682953.2
18:02:14.911 INFO  ProgressMeter -        chr12:9805508             92.6             248438000        2682973.2
18:02:24.914 INFO  ProgressMeter -       chr12:13566238             92.8             248882000        2682938.2
18:02:34.931 INFO  ProgressMeter -       chr12:17724826             92.9             249324000        2682874.0
18:02:44.946 INFO  ProgressMeter -       chr12:21839708             93.1             249756000        2682704.1
18:02:54.957 INFO  ProgressMeter -       chr12:26010235             93.3             250195000        2682611.8
18:03:04.974 INFO  ProgressMeter -       chr12:29883451             93.4             250637000        2682549.1
18:03:14.990 INFO  ProgressMeter -       chr12:33222056             93.6             251083000        2682529.8
18:03:25.012 INFO  ProgressMeter -       chr12:38987836             93.8             251507000        2682273.1
18:03:35.022 INFO  ProgressMeter -       chr12:43191145             93.9             251943000        2682150.7
18:03:45.034 INFO  ProgressMeter -       chr12:47067403             94.1             252385000        2682091.6
18:03:55.038 INFO  ProgressMeter -       chr12:49587441             94.3             252846000        2682238.1
18:04:05.041 INFO  ProgressMeter -       chr12:52054295             94.4             253309000        2682406.1
18:04:15.057 INFO  ProgressMeter -       chr12:54091042             94.6             253773000        2682577.1
18:04:25.067 INFO  ProgressMeter -       chr12:56630207             94.8             254232000        2682698.0
18:04:35.076 INFO  ProgressMeter -       chr12:59675985             94.9             254689000        2682797.9
18:04:45.078 INFO  ProgressMeter -       chr12:63822812             95.1             255125000        2682679.9
18:04:55.099 INFO  ProgressMeter -       chr12:67442811             95.3             255576000        2682710.8
18:05:05.105 INFO  ProgressMeter -       chr12:71092917             95.4             256023000        2682706.7
18:05:15.126 INFO  ProgressMeter -       chr12:75675332             95.6             256460000        2682591.1
18:05:25.143 INFO  ProgressMeter -       chr12:79690490             95.8             256903000        2682540.8
18:05:35.149 INFO  ProgressMeter -       chr12:84201854             95.9             257340000        2682432.4
18:05:45.166 INFO  ProgressMeter -       chr12:88997029             96.1             257774000        2682288.5
18:05:55.169 INFO  ProgressMeter -       chr12:93245368             96.3             258216000        2682234.6
18:06:05.176 INFO  ProgressMeter -       chr12:96431311             96.4             258665000        2682251.7
18:06:15.186 INFO  ProgressMeter -      chr12:100166528             96.6             259111000        2682236.3
18:06:25.203 INFO  ProgressMeter -      chr12:103964919             96.8             259557000        2682217.7
18:06:35.212 INFO  ProgressMeter -      chr12:107114259             96.9             260010000        2682275.1
18:06:45.225 INFO  ProgressMeter -      chr12:109685526             97.1             260467000        2682371.6
18:06:55.236 INFO  ProgressMeter -      chr12:112142653             97.3             260936000        2682592.1
18:07:05.254 INFO  ProgressMeter -      chr12:114580623             97.4             261400000        2682757.3
18:07:15.265 INFO  ProgressMeter -      chr12:117450390             97.6             261855000        2682832.9
18:07:25.280 INFO  ProgressMeter -      chr12:120219973             97.8             262312000        2682926.9
18:07:35.290 INFO  ProgressMeter -      chr12:122466675             97.9             262775000        2683084.1
18:07:45.295 INFO  ProgressMeter -      chr12:124749979             98.1             263236000        2683223.2
18:07:55.300 INFO  ProgressMeter -      chr12:127977470             98.3             263682000        2683208.2
18:08:05.321 INFO  ProgressMeter -      chr12:130832107             98.4             264129000        2683196.6
18:08:15.321 INFO  ProgressMeter -      chr12:132673281             98.6             264594000        2683377.1
18:08:25.334 INFO  ProgressMeter -       chr13:18629996             98.8             265058000        2683541.0
18:08:35.350 INFO  ProgressMeter -       chr13:21898959             98.9             265503000        2683511.0
18:08:45.365 INFO  ProgressMeter -       chr13:25211353             99.1             265942000        2683421.0
18:08:55.375 INFO  ProgressMeter -       chr13:28465145             99.3             266390000        2683424.1
18:09:05.375 INFO  ProgressMeter -       chr13:31629057             99.4             266839000        2683441.9
18:09:15.390 INFO  ProgressMeter -       chr13:35485601             99.6             267281000        2683382.5
18:09:25.406 INFO  ProgressMeter -       chr13:39451367             99.8             267722000        2683313.4
18:09:35.414 INFO  ProgressMeter -       chr13:42865686             99.9             268171000        2683327.2
18:09:45.421 INFO  ProgressMeter -       chr13:46167528            100.1             268620000        2683341.8
18:09:55.432 INFO  ProgressMeter -       chr13:49904963            100.3             269065000        2683314.7
18:10:05.434 INFO  ProgressMeter -       chr13:53110429            100.4             269521000        2683401.2
18:10:15.436 INFO  ProgressMeter -       chr13:57789051            100.6             269960000        2683318.5
18:10:25.444 INFO  ProgressMeter -       chr13:62275996            100.8             270396000        2683204.1
18:10:35.462 INFO  ProgressMeter -       chr13:67569822            100.9             270820000        2682965.8
18:10:45.480 INFO  ProgressMeter -       chr13:72765741            101.1             271245000        2682738.7
18:10:55.494 INFO  ProgressMeter -       chr13:76917780            101.3             271680000        2682612.8
18:11:05.518 INFO  ProgressMeter -       chr13:81169572            101.4             272121000        2682542.1
18:11:15.525 INFO  ProgressMeter -       chr13:86414414            101.6             272546000        2682321.6
18:11:25.544 INFO  ProgressMeter -       chr13:91657771            101.8             272973000        2682116.2
18:11:35.546 INFO  ProgressMeter -       chr13:95657303            101.9             273411000        2682027.3
18:11:45.566 INFO  ProgressMeter -       chr13:99042254            102.1             273860000        2682037.6
18:11:55.573 INFO  ProgressMeter -      chr13:102272984            102.3             274307000        2682034.5
18:12:05.573 INFO  ProgressMeter -      chr13:106617544            102.4             274737000        2681868.5
18:12:15.593 INFO  ProgressMeter -      chr13:110361375            102.6             275176000        2681782.0
18:12:25.612 INFO  ProgressMeter -      chr13:113153041            102.8             275629000        2681832.5
18:12:35.631 INFO  ProgressMeter -       chr14:19933762            102.9             276085000        2681911.9
18:12:45.648 INFO  ProgressMeter -       chr14:22873257            103.1             276534000        2681924.1
18:12:55.669 INFO  ProgressMeter -       chr14:25304338            103.3             276989000        2681992.6
18:13:05.670 INFO  ProgressMeter -       chr14:30083813            103.4             277423000        2681866.5
18:13:15.686 INFO  ProgressMeter -       chr14:33986270            103.6             277865000        2681812.0
18:13:25.690 INFO  ProgressMeter -       chr14:37481104            103.8             278314000        2681829.4
18:13:35.703 INFO  ProgressMeter -       chr14:41645937            103.9             278754000        2681756.8
18:13:45.710 INFO  ProgressMeter -       chr14:46258328            104.1             279186000        2681610.5
18:13:55.725 INFO  ProgressMeter -       chr14:50372806            104.3             279622000        2681498.8
18:14:05.725 INFO  ProgressMeter -       chr14:53840660            104.4             280068000        2681490.0
18:14:15.741 INFO  ProgressMeter -       chr14:57109505            104.6             280518000        2681512.7
18:14:25.758 INFO  ProgressMeter -       chr14:60777834            104.8             280967000        2681525.3
18:14:35.758 INFO  ProgressMeter -       chr14:64293721            104.9             281413000        2681516.5
18:14:45.766 INFO  ProgressMeter -       chr14:67468721            105.1             281867000        2681580.5
18:14:55.773 INFO  ProgressMeter -       chr14:70072737            105.3             282326000        2681692.6
18:15:05.783 INFO  ProgressMeter -       chr14:73082413            105.4             282780000        2681754.8
18:15:15.792 INFO  ProgressMeter -       chr14:75576769            105.6             283240000        2681874.4
18:15:25.796 INFO  ProgressMeter -       chr14:78026382            105.8             283700000        2681995.8
18:15:35.801 INFO  ProgressMeter -       chr14:81829596            105.9             284145000        2681975.3
18:15:45.818 INFO  ProgressMeter -       chr14:86613997            106.1             284575000        2681808.0
18:15:55.834 INFO  ProgressMeter -       chr14:90064392            106.3             285021000        2681791.7
18:16:05.886 INFO  ProgressMeter -       chr14:94367298            106.4             285470000        2681789.0
18:16:15.905 INFO  ProgressMeter -       chr14:96973313            106.6             285925000        2681856.4
18:16:25.908 INFO  ProgressMeter -       chr14:99759394            106.8             286380000        2681930.3
18:16:35.911 INFO  ProgressMeter -      chr14:101946888            106.9             286847000        2682116.1
18:16:45.934 INFO  ProgressMeter -      chr14:104114508            107.1             287311000        2682265.1
18:16:55.941 INFO  ProgressMeter -       chr15:19876328            107.3             287759000        2682271.0
18:17:05.942 INFO  ProgressMeter -       chr15:24809192            107.4             288193000        2682149.2
18:17:15.974 INFO  ProgressMeter -       chr15:28646861            107.6             288637000        2682107.8
18:17:25.979 INFO  ProgressMeter -       chr15:35353644            107.8             289052000        2681808.7
18:17:35.986 INFO  ProgressMeter -       chr15:39415673            107.9             289493000        2681750.5
18:17:46.004 INFO  ProgressMeter -       chr15:41824995            108.1             289956000        2681891.8
18:17:56.013 INFO  ProgressMeter -       chr15:44574362            108.3             290412000        2681971.0
18:18:06.024 INFO  ProgressMeter -       chr15:48433961            108.4             290856000        2681938.8
18:18:16.034 INFO  ProgressMeter -       chr15:51977445            108.6             291305000        2681953.2
18:18:26.054 INFO  ProgressMeter -       chr15:55636888            108.8             291745000        2681880.7
18:18:36.054 INFO  ProgressMeter -       chr15:58974811            109.0             292189000        2681853.4
18:18:46.068 INFO  ProgressMeter -       chr15:62241803            109.1             292635000        2681838.7
18:18:56.084 INFO  ProgressMeter -       chr15:64860265            109.3             293091000        2681914.8
18:19:06.105 INFO  ProgressMeter -       chr15:67787645            109.5             293549000        2682006.8
18:19:16.114 INFO  ProgressMeter -       chr15:70269676            109.6             294011000        2682140.0
18:19:26.114 INFO  ProgressMeter -       chr15:73215560            109.8             294469000        2682240.0
18:19:36.134 INFO  ProgressMeter -       chr15:75243254            110.0             294940000        2682450.2
18:19:46.147 INFO  ProgressMeter -       chr15:77790705            110.1             295404000        2682598.2
18:19:56.161 INFO  ProgressMeter -       chr15:80214612            110.3             295862000        2682691.3
18:20:06.180 INFO  ProgressMeter -       chr15:83399856            110.5             296316000        2682746.0
18:20:16.188 INFO  ProgressMeter -       chr15:86754332            110.6             296762000        2682732.6
18:20:26.206 INFO  ProgressMeter -       chr15:89563513            110.8             297213000        2682760.3
18:20:36.212 INFO  ProgressMeter -       chr15:92162261            111.0             297667000        2682819.8
18:20:46.235 INFO  ProgressMeter -       chr15:95529775            111.1             298110000        2682773.4
18:20:56.236 INFO  ProgressMeter -       chr15:99087406            111.3             298552000        2682726.9
18:21:06.237 INFO  ProgressMeter -      chr15:101752668            111.5             298999000        2682725.4
18:21:16.241 INFO  ProgressMeter -        chr16:1342408            111.6             299463000        2682875.0
18:21:26.255 INFO  ProgressMeter -        chr16:2999817            111.8             299926000        2683011.2
18:21:36.263 INFO  ProgressMeter -        chr16:5178514            112.0             300380000        2683069.5
18:21:46.280 INFO  ProgressMeter -        chr16:8090771            112.1             300802000        2682838.1
18:21:56.296 INFO  ProgressMeter -       chr16:10757671            112.3             301245000        2682794.5
18:22:06.315 INFO  ProgressMeter -       chr16:13050336            112.5             301692000        2682785.7
18:22:16.315 INFO  ProgressMeter -       chr16:18595753            112.6             302121000        2682624.8
18:22:26.315 INFO  ProgressMeter -       chr16:21686402            112.8             302572000        2682659.3
18:22:36.324 INFO  ProgressMeter -       chr16:24627492            113.0             303030000        2682752.5
18:22:46.338 INFO  ProgressMeter -       chr16:27581061            113.1             303481000        2682780.9
18:22:56.345 INFO  ProgressMeter -       chr16:30006522            113.3             303944000        2682918.2
18:23:06.348 INFO  ProgressMeter -       chr16:32665527            113.5             304401000        2683003.8
18:23:16.374 INFO  ProgressMeter -       chr16:37457025            113.6             304819000        2682736.9
18:23:26.390 INFO  ProgressMeter -       chr16:46400159            113.8             305053000        2680857.6
18:23:36.395 INFO  ProgressMeter -       chr16:49159605            114.0             305484000        2680716.9
18:23:46.414 INFO  ProgressMeter -       chr16:51739052            114.1             305945000        2680834.0
18:23:56.422 INFO  ProgressMeter -       chr16:55154706            114.3             306393000        2680841.3
18:24:06.424 INFO  ProgressMeter -       chr16:57737941            114.5             306848000        2680912.1
18:24:16.437 INFO  ProgressMeter -       chr16:61243766            114.6             307295000        2680908.7
18:24:26.447 INFO  ProgressMeter -       chr16:65713014            114.8             307733000        2680828.0
18:24:36.448 INFO  ProgressMeter -       chr16:67893519            115.0             308202000        2681020.6
18:24:46.462 INFO  ProgressMeter -       chr16:70388200            115.1             308665000        2681155.6
18:24:56.481 INFO  ProgressMeter -       chr16:73189169            115.3             309122000        2681236.2
18:25:06.481 INFO  ProgressMeter -       chr16:75981306            115.5             309569000        2681237.3
18:25:16.493 INFO  ProgressMeter -       chr16:79411902            115.6             309991000        2681017.5
18:25:26.510 INFO  ProgressMeter -       chr16:82238642            115.8             310428000        2680926.4
18:25:36.513 INFO  ProgressMeter -       chr16:84815592            116.0             310863000        2680822.9
18:25:46.530 INFO  ProgressMeter -       chr16:86637252            116.1             311321000        2680912.8
18:25:56.548 INFO  ProgressMeter -       chr16:88512892            116.3             311779000        2681002.0
18:26:06.567 INFO  ProgressMeter -       chr16:90012107            116.5             312243000        2681142.2
18:26:16.583 INFO  ProgressMeter -        chr17:2857025            116.6             312694000        2681171.5
18:26:26.584 INFO  ProgressMeter -        chr17:4948258            116.8             313144000        2681198.0
18:26:36.591 INFO  ProgressMeter -        chr17:7279011            117.0             313602000        2681290.6
18:26:46.611 INFO  ProgressMeter -        chr17:9308409            117.1             314065000        2681420.5
18:26:56.627 INFO  ProgressMeter -       chr17:12370146            117.3             314513000        2681423.8
18:27:06.643 INFO  ProgressMeter -       chr17:15742227            117.5             314953000        2681358.9
18:27:16.653 INFO  ProgressMeter -       chr17:17955775            117.6             315420000        2681526.1
18:27:26.673 INFO  ProgressMeter -       chr17:20494653            117.8             315882000        2681646.5
18:27:36.677 INFO  ProgressMeter -       chr17:26603966            118.0             316341000        2681747.2
18:27:46.682 INFO  ProgressMeter -       chr17:28937228            118.1             316808000        2681915.0
18:27:56.690 INFO  ProgressMeter -       chr17:31557408            118.3             317272000        2682055.8
18:28:06.711 INFO  ProgressMeter -       chr17:34268990            118.5             317731000        2682149.1
18:28:16.727 INFO  ProgressMeter -       chr17:39433181            118.6             318168000        2682058.5
18:28:26.744 INFO  ProgressMeter -       chr17:41964100            118.8             318632000        2682195.2
18:28:36.758 INFO  ProgressMeter -       chr17:44085948            119.0             319097000        2682341.3
18:28:46.757 INFO  ProgressMeter -       chr17:47716473            119.1             319551000        2682399.6
18:28:56.774 INFO  ProgressMeter -       chr17:49949030            119.3             320018000        2682560.3
18:29:06.790 INFO  ProgressMeter -       chr17:52544652            119.5             320478000        2682662.4
18:29:16.797 INFO  ProgressMeter -       chr17:56685101            119.6             320919000        2682608.7
18:29:26.813 INFO  ProgressMeter -       chr17:59255433            119.8             321382000        2682735.4
18:29:36.818 INFO  ProgressMeter -       chr17:62479417            120.0             321839000        2682815.9
18:29:46.828 INFO  ProgressMeter -       chr17:65196052            120.1             322302000        2682944.2
18:29:56.845 INFO  ProgressMeter -       chr17:68028848            120.3             322756000        2682994.8
18:30:06.849 INFO  ProgressMeter -       chr17:72156865            120.5             323197000        2682942.1
18:30:16.857 INFO  ProgressMeter -       chr17:74409043            120.6             323657000        2683045.6
18:30:26.859 INFO  ProgressMeter -       chr17:76205373            120.8             324122000        2683192.4
18:30:36.867 INFO  ProgressMeter -       chr17:78245840            121.0             324585000        2683320.1
18:30:46.885 INFO  ProgressMeter -       chr17:80000801            121.1             325054000        2683493.3
18:30:56.896 INFO  ProgressMeter -       chr17:81642345            121.3             325519000        2683635.6
18:31:06.903 INFO  ProgressMeter -         chr18:108330            121.5             325978000        2683729.5
18:31:16.923 INFO  ProgressMeter -        chr18:3250469            121.6             326416000        2683645.8
18:31:26.931 INFO  ProgressMeter -        chr18:6723963            121.8             326860000        2683616.0
18:31:36.943 INFO  ProgressMeter -        chr18:9909379            122.0             327307000        2683609.4
18:31:46.950 INFO  ProgressMeter -       chr18:12927792            122.1             327755000        2683612.8
18:31:56.958 INFO  ProgressMeter -       chr18:20991873            122.3             328182000        2683444.2
18:32:06.973 INFO  ProgressMeter -       chr18:24139884            122.5             328640000        2683526.5
18:32:16.973 INFO  ProgressMeter -       chr18:27802507            122.6             329086000        2683516.3
18:32:26.973 INFO  ProgressMeter -       chr18:32272141            122.8             329520000        2683408.4
18:32:36.988 INFO  ProgressMeter -       chr18:36199714            123.0             329968000        2683409.1
18:32:46.994 INFO  ProgressMeter -       chr18:39571423            123.1             330422000        2683461.9
18:32:57.002 INFO  ProgressMeter -       chr18:44199755            123.3             330855000        2683343.5
18:33:07.012 INFO  ProgressMeter -       chr18:47312639            123.5             331309000        2683394.7
18:33:17.021 INFO  ProgressMeter -       chr18:49863846            123.6             331769000        2683494.8
18:33:27.035 INFO  ProgressMeter -       chr18:53935231            123.8             332208000        2683423.1
18:33:37.058 INFO  ProgressMeter -       chr18:57633660            124.0             332656000        2683421.3
18:33:47.068 INFO  ProgressMeter -       chr18:60780876            124.1             333104000        2683423.5
18:33:57.070 INFO  ProgressMeter -       chr18:64449451            124.3             333546000        2683380.6
18:34:07.088 INFO  ProgressMeter -       chr18:69531435            124.5             333970000        2683187.5
18:34:17.089 INFO  ProgressMeter -       chr18:74088641            124.6             334399000        2683041.1
18:34:27.090 INFO  ProgressMeter -       chr18:77314053            124.8             334844000        2683023.4
18:34:37.104 INFO  ProgressMeter -         chr19:381117            125.0             335292000        2683025.0
18:34:47.117 INFO  ProgressMeter -        chr19:1821974            125.1             335759000        2683178.8
18:34:57.128 INFO  ProgressMeter -        chr19:3445328            125.3             336222000        2683301.0
18:35:07.138 INFO  ProgressMeter -        chr19:5071443            125.5             336689000        2683455.1
18:35:17.155 INFO  ProgressMeter -        chr19:7111914            125.6             337149000        2683550.6
18:35:27.157 INFO  ProgressMeter -        chr19:9077438            125.8             337607000        2683635.3
18:35:37.178 INFO  ProgressMeter -       chr19:11178311            126.0             338069000        2683745.1
18:35:47.186 INFO  ProgressMeter -       chr19:13291678            126.1             338534000        2683882.3
18:35:57.186 INFO  ProgressMeter -       chr19:15356800            126.3             338993000        2683974.8
18:36:07.211 INFO  ProgressMeter -       chr19:17393981            126.5             339454000        2684074.1
18:36:17.221 INFO  ProgressMeter -       chr19:19055304            126.6             339925000        2684257.3
18:36:27.229 INFO  ProgressMeter -       chr19:22211240            126.8             340376000        2684283.1
18:36:37.229 INFO  ProgressMeter -       chr19:28388699            127.0             340807000        2684154.1
18:36:47.240 INFO  ProgressMeter -       chr19:31086385            127.1             341264000        2684226.1
18:36:57.254 INFO  ProgressMeter -       chr19:33665748            127.3             341720000        2684288.9
18:37:07.266 INFO  ProgressMeter -       chr19:35964107            127.5             342181000        2684391.5
18:37:17.284 INFO  ProgressMeter -       chr19:38495355            127.6             342636000        2684444.8
18:37:27.303 INFO  ProgressMeter -       chr19:40529944            127.8             343099000        2684560.1
18:37:37.321 INFO  ProgressMeter -       chr19:42566111            128.0             343567000        2684714.6
18:37:47.326 INFO  ProgressMeter -       chr19:45008668            128.1             344017000        2684733.1
18:37:57.337 INFO  ProgressMeter -       chr19:46890961            128.3             344483000        2684873.4
18:38:07.349 INFO  ProgressMeter -       chr19:48806606            128.5             344945000        2684982.3
18:38:17.359 INFO  ProgressMeter -       chr19:50557010            128.6             345409000        2685107.1
18:38:27.368 INFO  ProgressMeter -       chr19:52983468            128.8             345861000        2685138.8
18:38:37.377 INFO  ProgressMeter -       chr19:56032196            129.0             346313000        2685170.4
18:38:47.388 INFO  ProgressMeter -       chr19:58531548            129.1             346767000        2685216.7
18:38:57.389 INFO  ProgressMeter -        chr20:2392278            129.3             347225000        2685297.2
18:39:07.395 INFO  ProgressMeter -        chr20:4792584            129.5             347679000        2685345.0
18:39:17.397 INFO  ProgressMeter -        chr20:8363359            129.6             348119000        2685286.0
18:39:27.414 INFO  ProgressMeter -       chr20:11911406            129.8             348542000        2685091.0
18:39:37.434 INFO  ProgressMeter -       chr20:15859769            130.0             348981000        2685018.6
18:39:47.453 INFO  ProgressMeter -       chr20:19089939            130.1             349427000        2685000.5
18:39:57.462 INFO  ProgressMeter -       chr20:22331149            130.3             349877000        2685016.6
18:40:07.469 INFO  ProgressMeter -       chr20:25101538            130.5             350324000        2685010.4
18:40:17.489 INFO  ProgressMeter -       chr20:30291613            130.6             350768000        2684976.7
18:40:27.496 INFO  ProgressMeter -       chr20:32535694            130.8             351242000        2685177.0
18:40:37.496 INFO  ProgressMeter -       chr20:34830335            131.0             351706000        2685302.7
18:40:47.513 INFO  ProgressMeter -       chr20:37084377            131.1             352172000        2685437.6
18:40:57.522 INFO  ProgressMeter -       chr20:39433349            131.3             352634000        2685544.4
18:41:07.525 INFO  ProgressMeter -       chr20:42485693            131.5             353085000        2685569.6
18:41:17.536 INFO  ProgressMeter -       chr20:45135907            131.6             353541000        2685629.4
18:41:27.546 INFO  ProgressMeter -       chr20:47475574            131.8             353999000        2685704.9
18:41:37.546 INFO  ProgressMeter -       chr20:49811485            132.0             354456000        2685776.0
18:41:47.561 INFO  ProgressMeter -       chr20:52087613            132.1             354917000        2685872.4
18:41:57.561 INFO  ProgressMeter -       chr20:55526406            132.3             355359000        2685829.4
18:42:07.570 INFO  ProgressMeter -       chr20:58196796            132.5             355809000        2685844.2
18:42:17.573 INFO  ProgressMeter -       chr20:60945678            132.6             356263000        2685891.1
18:42:27.592 INFO  ProgressMeter -       chr20:62772810            132.8             356727000        2686007.8
18:42:37.664 INFO  ProgressMeter -        chr21:6044662            133.0             357196000        2686144.0
18:42:47.676 INFO  ProgressMeter -        chr21:9975810            133.1             357570000        2685586.5
18:42:57.676 INFO  ProgressMeter -       chr21:15192817            133.3             357996000        2685424.5
18:43:07.695 INFO  ProgressMeter -       chr21:19998868            133.5             358418000        2685226.6
18:43:17.699 INFO  ProgressMeter -       chr21:25166329            133.6             358834000        2684989.2
18:43:27.701 INFO  ProgressMeter -       chr21:29299278            133.8             359267000        2684880.2
18:43:37.714 INFO  ProgressMeter -       chr21:32654011            134.0             359712000        2684857.7
18:43:47.729 INFO  ProgressMeter -       chr21:35948776            134.1             360162000        2684871.2
18:43:57.737 INFO  ProgressMeter -       chr21:38804110            134.3             360615000        2684910.0
18:44:07.747 INFO  ProgressMeter -       chr21:41681563            134.5             361060000        2684887.8
18:44:17.767 INFO  ProgressMeter -       chr21:44009244            134.6             361517000        2684951.9
18:44:27.785 INFO  ProgressMeter -       chr21:45937795            134.8             361980000        2685060.9
18:44:37.795 INFO  ProgressMeter -       chr22:16065140            135.0             362450000        2685224.2
18:44:47.797 INFO  ProgressMeter -       chr22:19145504            135.1             362898000        2685227.0
18:44:57.812 INFO  ProgressMeter -       chr22:20965963            135.3             363365000        2685365.9
18:45:07.826 INFO  ProgressMeter -       chr22:23657560            135.5             363815000        2685379.2
18:45:17.838 INFO  ProgressMeter -       chr22:26126564            135.6             364272000        2685444.8
18:45:27.854 INFO  ProgressMeter -       chr22:28612292            135.8             364733000        2685538.4
18:45:37.862 INFO  ProgressMeter -       chr22:30814588            136.0             365198000        2685663.8
18:45:47.875 INFO  ProgressMeter -       chr22:33284676            136.1             365659000        2685757.9
18:45:57.896 INFO  ProgressMeter -       chr22:36205085            136.3             366112000        2685790.4
18:46:07.916 INFO  ProgressMeter -       chr22:38028756            136.5             366579000        2685926.1
18:46:17.923 INFO  ProgressMeter -       chr22:39938500            136.6             367045000        2686058.1
18:46:27.934 INFO  ProgressMeter -       chr22:42359225            136.8             367510000        2686180.8
18:46:37.937 INFO  ProgressMeter -       chr22:44311096            137.0             367973000        2686291.5
18:46:47.942 INFO  ProgressMeter -       chr22:46203888            137.1             368437000        2686408.6
18:46:57.968 INFO  ProgressMeter -       chr22:48394025            137.3             368894000        2686467.6
18:47:07.977 INFO  ProgressMeter -       chr22:50262924            137.5             369354000        2686553.8
18:47:17.977 INFO  ProgressMeter -         chrX:2360916            137.6             369849000        2686897.0
